Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
THALES;FR0000121329;HO;"Euronext Paris";EUR;159.35;162.55;159.15;162.55;"08/04/2024 17:35";CET;236983;38365807.75;162.55;08/04/2024
"THE AZUR SELECTION";GRS528003007;MLAZR;"Euronext Access Paris";EUR;1.56;1.56;1.56;1.56;"08/04/2024 16:30";CET;200;312.00;1.56;08/04/2024
"THE BLOCKCHAIN GP";FR0011053636;ALTBG;"Euronext Growth Paris";EUR;0.104;0.104;0.10;0.10;"16/11/2023 17:35";CET;96771;9815.47;0.10;08/04/2024
THERACLION;FR0010120402;ALTHE;"Euronext Growth Paris";EUR;0.373;0.376;0.35;0.356;"08/04/2024 17:29";CET;15747;5646.176;0.356;08/04/2024
THERANEXUS;FR0013286259;ALTHX;"Euronext Growth Paris";EUR;1.10;1.165;1.10;1.165;"08/04/2024 17:25";CET;16837;19096.195;1.165;08/04/2024
THERAVET;BE0974387194;ALVET;"Euronext Growth Paris, Brussels";EUR;0.89;0.89;0.878;0.888;"08/04/2024 17:35";CET;680;598.468;0.888;08/04/2024
"THERMADOR GROUPE";FR0013333432;THEP;"Euronext Paris";EUR;89.00;89.80;89.00;89.30;"08/04/2024 17:35";CET;1272;113726.70;89.30;08/04/2024
"TIKEHAU CAPITAL";FR0013230612;TKO;"Euronext Paris";EUR;20.60;20.95;20.60;20.75;"08/04/2024 17:36";CET;23499;488417.50;20.75;08/04/2024
TIPIAK;FR0000066482;TIPI;"Euronext Paris";EUR;86.00;86.00;86.00;86.00;"08/04/2024 17:27";CET;225;19350.00;86.00;08/04/2024
"TITAN CEMENT";BE0974338700;TITC;"Euronext Brussels, Paris";EUR;26.50;26.55;26.25;26.30;"08/04/2024 17:35";CET;8531;225129.70;26.30;08/04/2024
"TME PHARMA";NL0015000YE1;ALTME;"Euronext Growth Paris";EUR;0.31;0.3165;0.2935;0.2975;"08/04/2024 17:26";CET;588104;177308.7285;0.2975;08/04/2024
"TME PHARMA BSA Z";NL0015001SR3;TMBSZ;"Euronext Growth Paris";EUR;0.11;0.11;0.11;0.11;"08/04/2024 09:16";CET;10000;1100.00;0.11;08/04/2024
"TONNER DRONES";FR001400H2X4;ALTD;"Euronext Growth Paris";EUR;0.0224;0.0248;0.0212;0.022;"08/04/2024 17:35";CET;6910821;157084.5266;0.022;08/04/2024
"TOOLUX SANDING";LU0394945660;ALTLX;"Euronext Growth Paris";EUR;2.30;2.30;2.30;2.30;"29/08/2022 16:30";CET;10;23.00;2.30;08/04/2024
TOOSLA;FR00140062B9;ALTOO;"Euronext Growth Paris";EUR;0.61;0.62;0.60;0.62;"08/04/2024 14:55";CET;2264;1375.43;0.62;08/04/2024
TOTALENERGIES;FR0000120271;TTE;"Euronext Paris, Brussels";EUR;66.73;68.11;66.68;67.93;"08/04/2024 17:37";CET;3533695;239275205.90;67.93;08/04/2024
TotalEnergiesGabon;GA0000121459;EC;"Euronext Paris";EUR;170.00;172.00;169.00;170.50;"08/04/2024 17:35";CET;553;94374.50;170.50;08/04/2024
TOUAX;FR0000033003;TOUP;"Euronext Paris";EUR;4.84;4.92;4.78;4.85;"08/04/2024 17:35";CET;9362;45331.73;4.85;08/04/2024
"TOUR EIFFEL";FR0000036816;EIFF;"Euronext Paris";EUR;10.40;10.45;10.15;10.25;"08/04/2024 16:18";CET;939;9618.90;10.25;08/04/2024
"TRAMWAYS DE ROUEN";FR0000031866;MLTRA;"Euronext Access Paris";EUR;5400.00;5400.00;5400.00;5400.00;"04/04/2024 16:30";CET;3;16200.00;5400.00;08/04/2024
TRANSGENE;FR0005175080;TNG;"Euronext Paris";EUR;1.188;1.20;1.152;1.176;"08/04/2024 17:25";CET;34563;40863.798;1.176;08/04/2024
TRIGANO;FR0005691656;TRI;"Euronext Paris";EUR;158.40;161.00;158.40;159.50;"08/04/2024 17:35";CET;13291;2122816.90;159.50;08/04/2024
TRILOGIQ;FR0010397901;ALTRI;"Euronext Growth Paris";EUR;5.15;5.15;5.15;5.15;"08/04/2024 11:30";CET;250;1287.50;5.15;08/04/2024
"TROC ILE";FR0000031106;MLTRO;"Euronext Access Paris";EUR;3.56;3.56;3.56;3.56;"08/04/2024 16:30";CET;16;56.96;3.56;08/04/2024
TRONICS;FR0004175099;ALTRO;"Euronext Growth Paris";EUR;4.00;4.00;4.00;4.00;"08/04/2024 16:30";CET;100;400.00;4.00;08/04/2024
TTI;FR0010383877;ALTTI;"Euronext Growth Paris";EUR;2.30;2.30;2.30;2.30;"08/04/2024 11:30";CET;34;78.20;2.30;08/04/2024
TXCOM;FR0010654087;ALTXC;"Euronext Growth Paris";EUR;11.80;11.80;11.80;11.80;"08/04/2024 11:43";CET;55;649.00;11.80;08/04/2024
"U10 CORP";FR0000079147;ALU10;"Euronext Growth Paris";EUR;1.15;1.15;1.15;1.15;"08/04/2024 09:00";CET;1;1.15;1.15;08/04/2024
"UBISOFT ENTERTAIN";FR0000054470;UBI;"Euronext Paris";EUR;19.84;20.70;19.825;20.70;"08/04/2024 17:37";CET;863889;17704841.565;20.70;08/04/2024
"UCAPITAL GLOBAL";GB00BJ9M4V82;MLALE;"Euronext Access Paris";EUR;0.08;0.08;0.08;0.08;"05/03/2024 16:30";CET;2300;184.00;0.08;08/04/2024
"UMALIS GROUP";FR0011776889;MLUMG;"Euronext Access Paris";EUR;2.60;2.60;2.60;2.60;"18/03/2024 16:30";CET;100;260.00;2.60;08/04/2024
UNIBAIL-RODAMCO-WE;FR0013326246;URW;"Euronext Paris";EUR;72.94;74.66;72.68;74.38;"08/04/2024 17:35";CET;371674;27588726.76;74.38;08/04/2024
UNIBEL;FR0000054215;UNBL;"Euronext Paris";EUR;980.00;980.00;935.00;935.00;"08/04/2024 16:30";CET;19;18215.00;935.00;08/04/2024
"UNION TECH.INFOR.";FR0000074197;FPG;"Euronext Paris";EUR;0.535;0.535;0.53;0.535;"08/04/2024 17:00";CET;1366;724.08;0.535;08/04/2024
UNITI;FR0012709160;ALUNT;"Euronext Growth Paris";EUR;1.47;1.52;1.30;1.52;"08/04/2024 16:48";CET;4665;6792.71;1.52;08/04/2024
UPERGY;FR0010337865;ALUPG;"Euronext Growth Paris";EUR;2.20;2.20;2.10;2.10;"08/04/2024 17:22";CET;764;1618.28;2.10;08/04/2024
URCOLESA;ES0105748000;MLURC;"Euronext Access Paris";EUR;3.38;3.38;3.38;3.38;"22/02/2024 00:00";CET;-;-;3.3765;08/04/2024
"UV GERMI";FR0011898584;ALUVI;"Euronext Growth Paris";EUR;3.27;3.27;3.13;3.20;"08/04/2024 16:20";CET;2615;8437.79;3.20;08/04/2024
VALBIOTIS;FR0013254851;ALVAL;"Euronext Growth Paris";EUR;4.03;4.08;3.95;4.00;"08/04/2024 17:35";CET;37490;150724.415;4.00;08/04/2024
VALEO;FR0013176526;FR;"Euronext Paris";EUR;11.785;12.07;11.69;12.025;"08/04/2024 17:35";CET;1072677;12862158.055;12.025;08/04/2024
"VALERIO TX";FR0010095596;ALVIO;"Euronext Growth Paris";EUR;0.114;0.128;0.114;0.124;"08/04/2024 17:29";CET;135656;16612.3982;0.124;08/04/2024
VALLOUREC;FR0013506730;VK;"Euronext Paris";EUR;17.815;18.195;17.72;18.115;"08/04/2024 17:35";CET;699339;12641170.70;18.115;08/04/2024
"VALLOUREC BSA 21";FR00140030K7;VKBS;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-;1.68;08/04/2024
VALNEVA;FR0004056851;VLA;"Euronext Paris";EUR;3.70;3.788;3.652;3.786;"08/04/2024 17:35";CET;384602;1438436.198;3.786;08/04/2024
"VANDOR REAL ESTATE";ES0105623005;MLVRE;"Euronext Access Paris";EUR;6.00;6.00;6.00;6.00;"16/12/2021 00:00";CET;-;-;6.00;08/04/2024
VANTIVA;FR0013505062;VANTI;"Euronext Paris";EUR;0.1352;0.14;0.1352;0.1378;"08/04/2024 17:35";CET;75139;10325.6216;0.1378;08/04/2024
"VANTIVA BSA 2024";FR0013526225;VANBS;"Euronext Paris";EUR;0.002;0.0026;0.002;0.002;"08/04/2024 16:46";CET;2072;5.344;0.002;08/04/2024
VAZIVA;FR0014007T10;ALVAZ;"Euronext Growth Paris";EUR;35.00;35.00;34.80;34.80;"08/04/2024 16:30";CET;32;1119.00;34.80;08/04/2024
"VENTE UNIQUE.COM";FR0010766667;ALVU;"Euronext Growth Paris";EUR;14.90;14.90;14.65;14.90;"08/04/2024 17:14";CET;2219;32650.75;14.90;08/04/2024
"VEOLIA ENVIRON.";FR0000124141;VIE;"Euronext Paris";EUR;29.23;29.35;28.84;28.84;"08/04/2024 17:35";CET;2111099;61120697.68;28.84;08/04/2024
"VEOM GROUP";FR0013530102;ALVG;"Euronext Growth Paris";EUR;0.24;0.25;0.224;0.239;"08/04/2024 16:54";CET;14431;3559.589;0.239;08/04/2024
VERALLIA;FR0013447729;VRLA;"Euronext Paris";EUR;32.96;33.94;32.80;33.94;"08/04/2024 17:35";CET;242784;8159413.94;33.94;08/04/2024
VERGNET;FR001400JXA2;ALVER;"Euronext Growth Paris";EUR;0.41;0.41;0.3915;0.4045;"08/04/2024 17:28";CET;42412;17025.4365;0.4045;08/04/2024
VERIMATRIX;FR0010291245;VMX;"Euronext Paris";EUR;0.417;0.425;0.416;0.423;"08/04/2024 17:35";CET;20845;8743.671;0.423;08/04/2024
"VERNEY CARRON";FR0006174496;MLVER;"Euronext Access Paris";EUR;7.20;7.20;7.20;7.20;"08/04/2024 16:30";CET;166;1195.20;7.20;08/04/2024
VERSITY;FR0014003I41;MLVSY;"Euronext Access Paris";EUR;0.90;0.99;0.90;0.99;"12/09/2023 16:30";CET;13195;12226.05;0.99;08/04/2024
VETOQUINOL;FR0004186856;VETO;"Euronext Paris";EUR;95.80;97.80;95.80;97.10;"08/04/2024 17:35";CET;2001;193809.60;97.10;08/04/2024
VIALIFE;FR0010326090;ALVIA;"Euronext Growth Paris";EUR;14.50;14.50;14.50;14.50;"20/03/2024 16:30";CET;8;116.00;14.50;08/04/2024
VICAT;FR0000031775;VCT;"Euronext Paris";EUR;38.15;38.40;37.70;37.70;"08/04/2024 17:35";CET;22635;860383.00;37.70;08/04/2024
"VIEL ET COMPAGNIE";FR0000050049;VIL;"Euronext Paris";EUR;9.64;9.80;9.44;9.80;"08/04/2024 17:35";CET;9809;95019.42;9.80;08/04/2024
VINCI;FR0000125486;DG;"Euronext Paris";EUR;114.70;116.40;114.40;115.95;"08/04/2024 17:37";CET;806557;93393646.85;115.95;08/04/2024
VINPAI;FR001400AXT1;ALVIN;"Euronext Growth Paris";EUR;4.08;4.08;4.08;4.08;"08/04/2024 09:00";CET;1;4.08;4.08;08/04/2024
VIRBAC;FR0000031577;VIRP;"Euronext Paris";EUR;359.00;360.00;351.00;359.00;"08/04/2024 17:35";CET;3390;1213363.50;359.00;08/04/2024
VIRTUALWARE;ES0105704003;MLVIR;"Euronext Access Paris";EUR;7.60;7.60;7.60;7.60;"04/04/2024 11:30";CET;25;190.00;7.60;08/04/2024
VISIATIV;FR0004029478;ALVIV;"Euronext Growth Paris";EUR;36.10;36.30;36.10;36.10;"08/04/2024 16:07";CET;503;18164.50;36.10;08/04/2024
"VISIATIV BS";FR0014003O76;VIVBS;"Euronext Growth Paris";EUR;0.98;0.98;0.98;0.98;"04/04/2024 15:54";CET;10;9.80;0.98;08/04/2024
"VISIOMED GROUP";FR0013481835;ALVMG;"Euronext Growth Paris";EUR;0.2275;0.232;0.2155;0.221;"08/04/2024 17:35";CET;1765712;391008.206;0.221;08/04/2024
VITURA;FR0010309096;VTR;"Euronext Paris";EUR;7.95;7.95;7.95;7.95;"08/04/2024 09:24";CET;14;111.30;7.95;08/04/2024
"VIVENDI SE";FR0000127771;VIV;"Euronext Paris";EUR;9.99;10.01;9.912;10.00;"08/04/2024 17:35";CET;1754145;17500222.207;10.00;08/04/2024
VOGO;FR0011532225;ALVGO;"Euronext Growth Paris";EUR;4.64;4.66;4.62;4.66;"08/04/2024 12:36";CET;359;1668.39;4.66;08/04/2024
VOLTALIA;FR0011995588;VLTSA;"Euronext Paris";EUR;7.47;7.70;7.42;7.68;"08/04/2024 17:35";CET;135093;1030253.72;7.68;08/04/2024
"VOYAGEURS DU MONDE";FR0004045847;ALVDM;"Euronext Growth Paris";EUR;136.00;139.80;136.00;137.80;"08/04/2024 17:35";CET;7141;988316.00;137.80;08/04/2024
VRANKEN-POMMERY;FR0000062796;VRAP;"Euronext Paris, Brussels";EUR;16.00;16.00;15.75;15.90;"08/04/2024 17:35";CET;2690;42793.20;15.90;08/04/2024
"VREF SEVILLE";ES0105492005;MLVRF;"Euronext Access Paris";EUR;3.75;3.75;3.75;3.75;"30/07/2020 00:00";CET;-;-;3.76;08/04/2024
VusionGroup;FR0010282822;VU;"Euronext Paris";EUR;152.20;152.20;147.80;151.00;"08/04/2024 17:35";CET;26279;3931852.80;151.00;08/04/2024
"WAGA ENERGY";FR0012532810;WAGA;"Euronext Paris";EUR;15.50;15.54;14.90;15.40;"08/04/2024 17:35";CET;13382;205534.30;15.40;08/04/2024
WALLIX;FR0010131409;ALLIX;"Euronext Growth Paris";EUR;8.60;9.15;8.50;9.15;"08/04/2024 17:28";CET;8176;72656.37;9.15;08/04/2024
WAVESTONE;FR0013357621;WAVE;"Euronext Paris";EUR;54.60;56.30;54.60;56.00;"08/04/2024 17:35";CET;6441;359317.70;56.00;08/04/2024
WE.CONNECT;FR0013079092;ALWEC;"Euronext Growth Paris";EUR;19.10;19.80;19.10;19.50;"08/04/2024 16:48";CET;750;14654.40;19.50;08/04/2024
"WEACCESS GROUP";FR0010688465;MLWEA;"Euronext Access Paris";EUR;1.07;1.07;1.07;1.07;"27/03/2024 11:30";CET;5221;5586.47;1.07;08/04/2024
WEDIA;FR0010688440;ALWED;"Euronext Growth Paris";EUR;25.60;25.60;25.60;25.60;"08/04/2024 15:21";CET;70;1792.00;25.60;08/04/2024
WELL;FR0004152700;MLWEL;"Euronext Access Paris";EUR;0.426;0.45;0.426;0.45;"03/04/2024 16:30";CET;2312;996.91;0.45;08/04/2024
WENDEL;FR0000121204;MF;"Euronext Paris";EUR;93.10;94.40;93.10;93.70;"08/04/2024 17:35";CET;56522;5302247.30;93.70;08/04/2024
WEYA;FR0010768770;MLWEY;"Euronext Access Paris";EUR;0.40;0.40;0.40;0.40;"05/03/2024 11:30";CET;122;48.80;0.40;08/04/2024
"WHITENI R CAJAL";ES0105399002;MLWRC;"Euronext Access Paris";EUR;3.00;3.00;3.00;3.00;"25/10/2019 11:30";CET;350;1050.00;3.00;08/04/2024
WINFARM;FR0014000P11;ALWF;"Euronext Growth Paris";EUR;5.10;5.20;5.02;5.20;"08/04/2024 17:18";CET;590;3012.36;5.20;08/04/2024
WITBE;FR0013143872;ALWIT;"Euronext Growth Paris";EUR;3.90;3.96;3.89;3.96;"08/04/2024 13:14";CET;1484;5807.56;3.96;08/04/2024
WIZIBOAT;FR00140047H7;MLWIZ;"Euronext Access Paris";EUR;4.10;4.10;4.10;4.10;"05/04/2024 16:52";CET;177;725.70;4.10;08/04/2024
WORLDLINE;FR0011981968;WLN;"Euronext Paris";EUR;11.335;11.595;11.275;11.53;"08/04/2024 17:35";CET;800117;9213022.85;11.53;08/04/2024
X-FAB;BE0974310428;XFAB;"Euronext Paris";EUR;6.89;6.92;6.85;6.90;"08/04/2024 17:35";CET;107519;740413.355;6.90;08/04/2024
"XILAM ANIMATION";FR0004034072;XIL;"Euronext Paris";EUR;4.575;4.60;4.495;4.535;"08/04/2024 17:35";CET;23309;106359.20;4.535;08/04/2024
ZCCM;ZM0000000037;MLZAM;"Euronext Access Paris";EUR;1.63;1.63;1.63;1.63;"08/04/2024 16:31";CET;1488;2425.44;1.63;08/04/2024
"ZCI LIMITED";BMG9887P1068;CV;"Euronext Paris";EUR;0.17;0.20;0.17;0.20;"04/08/2015 16:20";CET;21826;3755.94;0.20;08/04/2024
